Species,Number of sequences
Orbilia_subovoidea,1
Orbilia_subvinosa,1
Orbilia_subvitalbae,1
Orbilia_succulenticola,1
Orbilia_tonghaiensis,2
Orbilia_trapeziformis,1
Orbilia_tremulae,1
Orbilia_velutina,1
Orbilia_vermiculati,1
Orbilia_vermiformis,1
Orbilia_vinosa,2
Orbilia_vitalbae,1
Orbilia_xanthoflexa,1
Orbilia_xanthoguttulata,2
Orbilia_xanthostigma,4
Orbilia_xinjiangensis,1
Orbilia_yuanensis,1
Orbiliaceae_sp,565
Orbiliales_sp,797
Orbiliomycetes_sp,7
Orbiocrella_petchii,1
Orceolina_kerguelensis,1
Orientoglomus_emiratium,1
Orientophila_corticola,1
Orientophila_loekoesii,2
Oropogon_americanus,1
Oropogon_atranorinus,1
Oropogon_bicolor,1
Oropogon_caespitosus,1
Oropogon_colibor,1
Oropogon_evernicus,1
Oropogon_formosanus,1
Oropogon_granulosus,1
Oropogon_lopezii,1
Oropogon_lorobic,1
Oropogon_loxensis,1
Oropogon_protocetraricus,1
Oropogon_salazinicus,1
Oropogon_sperlingii,1
Orpinomyces_sp,5
Ossicaulis_lachnopus,1
Ossicaulis_lignatilis,2
Ossicaulis_salomii,1
Ossicaulis_sp,1
Ossicaulis_yunnanensis,1
Ostropales_sp,50
Ostropomyces_pruinosellus,2
Ostropomyces_thailandicus,2
Otidea_adorniae,1
Otidea_alutacea,7
Otidea_apophysata,1
Otidea_aspera,1
Otidea_borealis,1
Otidea_brunneoparva,1
Otidea_bufonia,2
Otidea_caeruleopruinosa,1
Otidea_cantharella,3
Otidea_cupulata,1
Otidea_daliensis,1
Otidea_filiformis,1
Otidea_flavidobrunneola,1
Otidea_formicarum,1
Otidea_khakicolorata,1
Otidea_kunmingensis,1
Otidea_lactea,1
Otidea_leporina,1
Otidea_minor,1
Otidea_mirabilis,2
Otidea_nannfeldtii,6
Otidea_olivaceobrunnea,1
Otidea_onotica,2
Otidea_oregonensis,1
Otidea_papillata,1
Otidea_parvispora,1
Otidea_parvula,1
Otidea_phlebophora,1
Otidea_platyspora,1
Otidea_plicara,1
Otidea_pruinosa,1
Otidea_pseudoformicarum,1
Otidea_pseudoleporina,1
Otidea_purpureobrunnea,1
Otidea_rainierensis,1
Otidea_saliceticola,1
Otidea_smithii,1
Otidea_sp,26
Otidea_stipitata,1
Otidea_subformicarum,1
Otidea_subterranea,1
Otidea_tuomikoskii,3
Otospora_bareae,1
Oudemansiella_australis,2
Oudemansiella_canarii,3
Oudemansiella_crassifolia,1
Oudemansiella_cubensis,1
Oudemansiella_melanotricha,1
Oudemansiella_sp,4
Oudemansiella_turbinispora,1
Ovadendron_sp,1
Ovatospora_medusarum,2
Ovatospora_mollicella,1
Ovatospora_senegalensis,1
Ovatospora_sp,3
Ovatospora_unipora,1
Ovealmbornia_reginae,1
Ovicillium_attenuatum,1
Ovicillium_napiforme,1
Ovicillium_sp,1
Ovicillium_subglobosum,1
Ovularia_sphaeroidea,1
Oxnerella_afghanica,1
Oxnerella_castanomelodes,1
Oxnerella_safavidiorum,1
Oxneria_alfredii,1
Oxneria_fallax,1
Oxneriopsis_oxneri,1
Oxneriopsis_yeosuensis,2
Oxychaete_cervinogilva,1
Oxydothis_garethjonesii,1
Oxydothis_palmicola,1
Oxydothis_phoenicis,1
Oxyporus_corticola,3
Oxyporus_macroporus,1
Oxyporus_millavensis,1
Oxyporus_piceicola,1
Oxyporus_sp,4
Pachnocybaceae_sp,12
Pachnocybales_sp,1
Pachycudonia_monticola,1
Pachycudonia_spathulata,1
Pachyella_clypeata,1
Pachyella_sp,3
Pachykytospora_nepalensis,1
Pachykytospora_subtrametea,1
Pachykytospora_thindii,1
Pachykytospora_tuberculosa,1
Pachylepyrium_carbonicola,1
Pachylepyrium_fulvidula,1
Pachypeltis_intrudens,2
Pachypeltis_invadens,1
Pachypeltis_phoenicopta,2
Pachypeltis_sp,1
Pachyphlodes_annagardnerae,1
Pachyphlodes_carnea,3
Pachyphlodes_cinnabarina,2
Pachyphlodes_citrina,1
Pachyphlodes_conglomerata,2
Pachyphlodes_depressa,1
Pachyphlodes_marronina,3
Pachyphlodes_melanoxantha,1
Pachyphlodes_nemoralis,1
Pachyphlodes_oleifera,1
Pachyphlodes_pfisteri,3
Pachyphlodes_sp,57
Pachyphlodes_thysellii,1
Pachyphlodes_virescens,2
Pachyphlodes_wulushanensis,1
Pachyphloeus_lateritius,1
Pachyramichloridium_pini,1
Pachysolen_tannophilus,1
Pacispora_scintillans,1
Paecilomyces_brunneolus,1
Paecilomyces_clematidis,1
Paecilomyces_divaricatus,2
Paecilomyces_fulvus,1
Paecilomyces_lagunculariae,2
Paecilomyces_maximus,2
Paecilomyces_niphetodes,1
Paecilomyces_penicillatus,1
Paecilomyces_sp,10
Paecilomyces_subglobosus,1
Paecilomyces_variotii,3
Paecilomyces_verrucosus,1
Paecilomyces_victoriae,1
Paecilomyces_zollerniae,1
Palaeospora_spainiae,1
Palawania_thailandensis,1
Palicella_anakeestiicola,1
Palicella_filamentosa,1
Palicella_glaucopa,1
Palicella_lueckingii,1
Paliphora_intermedia,1
Pallidocercospora_crystallina,1
Pallidocercospora_heimii,1
Pallidocercospora_holualoana,1
Pallidocercospora_sp,1
Pallidocercospora_ventilaginis,1
Pallidophorina_paarla,1
Palmiascoma_gregariascomum,1
Palmiascoma_qujingense,1
Palmiascoma_sp,2
Paludomyces_mangrovei,1
Panaeolina_foenisecii,1
Panaeolus_acuminatus,1
Panaeolus_axfordii,1
Panaeolus_cinctulus,1
Panaeolus_guttulatus,1
Panaeolus_mexicanus,1
Panaeolus_papilionaceus,3
Panaeolus_sp,9
Panaeolus_subbalteatus,1
Pandora_formicae,1
Pandora_kondoiensis,1
Pandora_neoaphidis,1
Panellus_bambusicola,1
Panellus_edulis,1
Panellus_luxfilamentus,1
Panellus_mitis,1
Panellus_palmicola,1
Panellus_pusillus,2
Panellus_ringens,1
Panellus_serotinus,1
Panellus_sp,2
Panellus_stipticus,2
Pannaria_calophylla,1
Pannaria_conoplea,1
Pannaria_contorta,1
Pannaria_farinosa,1
Pannaria_hookeri,1
Pannaria_multifida,1
Pannaria_pallida,1
Pannaria_rubiginella,1
Pannaria_rubiginosa,1
Pannaria_sp,1
Pannariaceae_sp,42
Pannoparmelia_angustata,1
Pannoparmelia_wilsonii,1
Pantospora_chromolaenae,1
Pantospora_sp,1
Panus_conchatus,2
Panus_similis,2
Panus_sp,3
Panus_strigellus,2
Papiliomyces_shibinensis,1
Papiliomyces_sp,1
Papiliotrema_anemochoreia,1
Papiliotrema_aspenensis,1
Papiliotrema_bandonii,1
Papiliotrema_flavescens,1
Papiliotrema_fonsecae,1
Papiliotrema_frias,1
Papiliotrema_fusca,2
Papiliotrema_horticola,1
Papiliotrema_japonica,1
Papiliotrema_laurentii,2
Papiliotrema_leoncinii,1
Papiliotrema_mangalensis,1
Papiliotrema_miconiae,1
Papiliotrema_nemorosa,2
Papiliotrema_odontotermitis,1
Papiliotrema_perniciosa,1
Papiliotrema_plantarum,1
Papiliotrema_pseudoalba,1
Papiliotrema_rajasthanensis,1
Papiliotrema_ruineniae,1
Papiliotrema_siamensis,1
Papiliotrema_sp,38
Papiliotrema_taeanensis,1
Papiliotrema_terrestris,2
Papiliotrema_wisconsinensis,1
Papiliotrema_zeae,1
Papulaspora_byssina,1
Papulaspora_equi,1
Papulaspora_funabasensis,1
Papulosa_sp,2
Parabagliettoa_cyanea,1
Parabambusicola_aquatica,1
Parabambusicola_bambusina,1
Parabambusicola_thysanolaenae,1
Parabambusicolaceae_sp,4
Parabartalinia_lateralis,1
Paraboeremia_selaginellae,1
Paracamarosporium_fagi,1
Paracamarosporium_fungicola,2
Paracamarosporium_hawaiiense,2
Paracamarosporium_mamanes,1
Paracamarosporium_psoraleae,1
Paracamarosporium_sp,9
Paracamarosporium_tamaricis,1
Paracapsulospora_metroxyli,1
Paraceratocladium_silvestre,1
Parachaetomium_inaequale,1
Parachaetomium_iranianum,1
Parachaetomium_truncatulum,1
Paracladophialophora_carceris,1
Paracladophialophora_cyperacearum,1
Paracladophialophora_sp,6
Paracladophialophoraceae_sp,3
Paracoccidioides_brasiliensis,1
Paracoccidioides_ceti,1
Paracoccidioides_lutzii,1
Paraconiothyrium_archidendri,1
Paraconiothyrium_babiogorense,1
Paraconiothyrium_brasiliense,2
Paraconiothyrium_estuarinum,1
Paraconiothyrium_fuckelii,1
Paraconiothyrium_hakeae,1
Paraconiothyrium_iridis,1
Paraconiothyrium_salinum,1
Paraconiothyrium_sp,40
Paracostantinella_sp,2
Paracremonium_apiculatum,1
Paracremonium_bendijkiorum,1
Paracremonium_binnewijzendii,1
Paracremonium_contagium,1
Paracremonium_ellipsoideum,1
Paracremonium_inflatum,4
Paracremonium_sp,21
Paracryptophiale_pirozynskii,1
Paracylindrocarpon_aloicola,1
Paracylindrocarpon_nabanheensis,1
Paracylindrocarpon_pandanicola,1
Paracylindrocarpon_sp,1
Paracylindrocarpon_xishuangbannaensis,1
Paracymostachys_euphorbiae,1
Paradendryphiella_arenariae,1
Paradendryphiella_salina,1
Paradevriesia_americana,1
Paradevriesia_compacta,1
Paradevriesia_pseudoamericana,1
Paradictyoarthriniaceae_sp,1
Paradictyoarthrinium_aquatica,1
Paradictyoarthrinium_hydei,1
Paradictyoarthrinium_sp,2
Paradictyoarthrinium_tectonicola,1
Paradinemasporium_junci,1
Paradiplococcium_singulare,1
Paradiplococcium_sp,1
Paradissoconium_narthecii,1
Paraepicoccum_amazonense,1
Parafenestella_alpina,1
Parafenestella_austriaca,1
Parafenestella_faberi,1
Parafenestella_ontariensis,1
Parafenestella_ostryae,1
Parafenestella_pittospori,1
Parafenestella_pseudosalicis,1
Parafenestella_salicis,1
Parafenestella_sp,2
Parafenestella_vindobonensis,1
Parafuscosporella_aquatica,1
Parafuscosporella_garethii,1
Parafuscosporella_moniliformis,1
Parafuscosporella_mucosa,1
Parafuscosporella_sp,2
Parafusicladium_amoenum,1
Parafusicladium_intermedium,1
Parafusicladium_paraamoenum,1
Paragaeumannomyces_abietinus,1
Paragaeumannomyces_bombycinus,1
Paragaeumannomyces_garethjonesii,1
Paragaeumannomyces_granulatus,1
Paragaeumannomyces_sabinianus,1
Paragaeumannomyces_smokiensis,1
Paragaeumannomyces_sp,1
Paragalactinia_eriniae,1
Paragalactinia_infossa,1
Paragibellulopsis_chrysanthemi,2
Paragibellulopsis_sp,3
Paraglomeraceae_sp,4
Paraglomerales_sp,44
Paraglomeromycetes_sp,3
Paraglomus_brasilianum,1
Paraglomus_laccatum,7
Paraglomus_majewskii,1
Paraglomus_occultum,6
Paraglomus_sp,65
Paragymnopus_perforans,1
Paragyrodon_sphaerosporus,1
Parahelicomyces_aquaticus,2
Parahelicomyces_sp,5
Parahelicomyces_talbotii,1
Paraidriella_jambosae,1
Paraidriella_sp,5
Parainoa_subconcolor,1
Paraisaria_alba,1
Paraisaria_arcta,1
Paraisaria_coenomyiae,1
Paraisaria_heteropoda,2
Paraisaria_orthopterorum,1
Paraisaria_phuwiangensis,1
Paraisaria_rosea,1
Paraisaria_yodhathaii,1
Parajaminaea_phylloscopi,1
Parakarstenia_phyllostachydis,1
Paralecia_pratorum,1
Paralepista_flaccida,3
Paralepistopsis_amoenolens,1
Paraleptosphaeria_dryadis,1
Paraleptosphaeria_nitschkei,1
Paraleptosphaeria_polylepidis,1
Paraleptosphaeria_rumicis,1
Paraleptosphaeria_sp,2
Paraleptospora_chromolaenae,1
Paraleptospora_chromolaenicola,1
Paralloneottiosporina_sichuanensis,2
Paraloratospora_camporesii,1
Paraloratospora_gahniae,2
Paralpova_artikutzensis,1
Paralulworthia_candida,1
Paralulworthia_gigaspora,2
Paralulworthia_mediterranea,1
Paramacroventuria_ribis,1
Paramassariosphaeria_sp,1
Parametarhizium_changbaiense,1
Paramicrosporidium_saccamoebae,1
Paramicrosporidium_sp,1
Paramicrothecium_sambuci,1
Paramicrothyrium_sp,9
Paramonodictys_hongheensis,1
Paramonodictys_yunnanensis,1
Paramycetinis_austrobrevipes,1
Paramycoleptodiscus_albiziae,1
Paramycosphaerella_blechni,1
Paramycosphaerella_brachystegiae,1
Paramycosphaerella_dicranopteridis,1
Paramycosphaerella_dicranopteridis-flexuosae,1
Paramycosphaerella_intermedia,2
Paramycosphaerella_pterocarpi,1
Paramycosphaerella_sp,8
Paramycosphaerella_sticheri,1
Paramycosphaerella_syzygii,1
Paramycosphaerella_wachendorfiae,1
Paramycosphaerella_watsoniae,1
Paramyrothecium_cupuliforme,1
Paramyrothecium_foliicola,1
Paramyrothecium_humicola,1
Paramyrothecium_lathyri,1
Paramyrothecium_pituitipietianum,1
Paramyrothecium_roridum,4
Paramyrothecium_salvadorae,1
Paramyrothecium_sp,6
Paramyrothecium_tellicola,1
Paramyrothecium_terrestris,2
Paranamyces_sp,1
Paranamyces_uniporus,1
Paranannizziopsis_australasiensis,1
Paranannizziopsis_californiensis,1
Paranannizziopsis_crustacea,1
Paranannizziopsis_tardicrescens,1
Paraophiobolus_arundinis,1
Paraophiobolus_torilicola,1
Parapallidocercospora_thailandica,1
Parapaucispora_pseudoarmatispora,1
Parapenidiella_pseudotasmaniensis,1
Paraphaeoisaria_alabamensis,1
Paraphaeomoniella_capensis,1
Paraphaeomoniella_sp,3
Paraphaeosphaeria_angularis,1
Paraphaeosphaeria_arecacearum,1
Paraphaeosphaeria_barriae,1
Paraphaeosphaeria_graminicola,1
Paraphaeosphaeria_hydei,1
Paraphaeosphaeria_michotii,1
Paraphaeosphaeria_minitans,1
Paraphaeosphaeria_neglecta,1
Paraphaeosphaeria_parmeliae,1
Paraphaeosphaeria_rosae,1
Paraphaeosphaeria_rosicola,1
Paraphaeosphaeria_sardoa,1
Paraphaeosphaeria_sp,24
Paraphaeosphaeria_spartii,1
Paraphaeosphaeria_sporulosa,4
Paraphaeosphaeria_viciae,1
Paraphaeosphaeria_viridescens,1
Paraphaeosphaeria_xanthorrhoeae,1
Paraphoma_chlamydocopiosa,1
Paraphoma_chrysanthemicola,3
Paraphoma_dioscoreae,1
Paraphoma_fimeti,3
Paraphoma_ledniceana,1
Paraphoma_melnikii,1
Paraphoma_pye,1
Paraphoma_radicina,1
Paraphoma_rhaphiolepidis,1
Paraphoma_salicis,1
Paraphoma_sp,6
Paraphoma_variabilis,1
Paraphoma_vinacea,1
Paraphysalospora_eucalypti,1
Paraphysoderma_sedebokerense,1
Paraphysoderma_sp,2
Paraphysodermataceae_sp,1
Paraphyton_cookei,1
Paraphyton_cookiellum,1
Paraphyton_cutaneum,1
Paraphyton_mirabile,1
Parapleurotheciopsis_inaequiseptata,1
Parapleurotheciopsis_sp,3
Parapterulicium_sp,1
Parapterulicium_subarbusculum,1
Parapyrenis_conica,1
Parapyrenis_maritima,1
Parapyrenochaeta_acaciae,1
Parapyrenochaeta_protearum,1
Parapyrenochaeta_sp,4
Pararamichloridium_caricicola,1
Pararamichloridium_livistonae,1
Pararamichloridium_sp,1
Pararamichloridium_verrucosum,1
Pararoussoella_juglandicola,1
Pararoussoella_mukdahanensis,1
Pararoussoella_rosarum,1
Pararoussoella_sp,2
Parasarcopodium_ceratocaryi,1
Parasarcopodium_hongkongensis,1
Parasarcopodium_sp,1
Parasarocladium_aestuarinum,1
Parasarocladium_alavariense,1
Parasarocladium_fusiforme,1
Parasarocladium_gamsii,1
Parasarocladium_radiatum,1
Parasarocladium_sp,7
Parasarocladium_tasmanniae,1
Parasarocladium_wereldwijsianum,1
Parascedosporium_putredinis,1
Parascutellinia_carneosanguinea,2
Parascutellinia_fuckelii,1
Parasitella_parasitica,2
Parasitella_quercicola,1
Parasola_auricoma,3
Parasola_conopilea,1
Parasola_crataegi,1
Parasola_galericuliformis,1
Parasola_hercules,1
Parasola_kuehneri,1
Parasola_leiocephala,2
Parasola_lilatincta,4
Parasola_malakandensis,1
Parasola_megasperma,1
Parasola_misera,2
Parasola_ochracea,1
Parasola_parvula,1
Parasola_plicatilis,1
Parasola_plicatilis-similis,1
Parasola_psathyrelloides,1
Parasola_schroeteri,1
Parasola_setulosa,1
Parasola_sp,34
Parastagonospora_allouniseptata,2
Parastagonospora_avenae,1
Parastagonospora_caricis,1
Parastagonospora_dactylidicola,1
Parastagonospora_elymi,1
Parastagonospora_forlicesenica,1
Parastagonospora_fusiformis,1
Parastagonospora_macrouniseptata,1
Parastagonospora_nodorum,2
Parastagonospora_novozelandica,1
Parastagonospora_phragmitis,1
Parastagonospora_poae,1
Parastagonospora_poagena,1
Parastagonospora_sp,8
Parastagonospora_stipae,1
Parastagonosporella_fallopiae,1
Parasympodiella_elongata,1
Parasympodiella_eucalypti,1
Parasympodiella_hyphenata,1
Parasympodiella_lauri,1
Parasympodiella_sp,4
Parasympodiellaceae_sp,10
Parateichospora_phoenicicola,1
Parateratosphaeria_altensteinii,1
Parateratosphaeria_bellula,1
Parateratosphaeria_karinae,1
Parateratosphaeria_marasasii,1
Parateratosphaeria_persoonii,1
Parateratosphaeria_sp,7
Parateratosphaeria_stirlingiae,2
Parathielavia_appendiculata,1
Parathielavia_hyrcaniae,1
Parathielavia_kuwaitensis,1
Parathyridaria_clematidis,1
Parathyridaria_percutanea,1
Parathyridaria_philadelphi,1
Parathyridaria_ramulicola,1
Parathyridaria_rosae,1
Parathyridaria_sp,2
Parathyridaria_tyrrhenica,1
Parathyridariella_dematiacea,2
Paratrichaptum_accuratum,1
Paratricharina_multiguttulata,2
Paratricharina_poiraultii,1
Paratrimmatostroma_kunmingensis,1
Paratrimmatostroma_sp,1
Paratritirachium_curvibasidium,1
Paratritirachium_cylindroconium,1
Paratritirachium_sp,3
Paratubakia_subglobosa,1
Parauncinula_polyspora,1
Parauncinula_septata,1
Parauncinula_uncinata,1
Paravamsapriya_ostiolata,1
Parawiesneriomyces_chiayiensis,1
Parawiesneriomyces_syzygii,1
Parawilcoxina_inexpectata,1
Paraxerochrysium_coryli,1
Paraxerula_americana,1
Paraxerula_caussei,1
Paraxerula_ellipsospora,1
Paraxerula_hongoi,1
Paraxylaria_rosacearum,1
Paraxylaria_xylostei,1
Parazalerion_indica,1
Parazalerion_sp,9
Parengyodontium_sp,1
Parmelia_adaugescens,2
Parmelia_barrenoae,1
Parmelia_discordans,1
Parmelia_encryptata,1
Parmelia_ernstiae,2
Parmelia_fertilis,2
Parmelia_fraudans,1
Parmelia_hypopsila,1
Parmelia_imbricaria,1
Parmelia_mayi,2
Parmelia_omphalodes,2
Parmelia_praesquarrosa,1
Parmelia_rojoi,1
Parmelia_saxatilis,2
Parmelia_serrana,1
Parmelia_skultii,1
Parmelia_sp,1
Parmelia_squarrosa,1
Parmelia_subdivaricata,1
Parmelia_submontana,1
Parmelia_subtestacea,1
Parmelia_sulcata,3
Parmelia_sulymae,1
Parmeliaceae_sp,54
Parmeliella_parvula,2
Parmeliella_polyphyllina,1
Parmeliella_triptophylla,1
Parmelina_atricha,2
Parmelina_carporrhizans,1
Parmelina_coleae,1
Parmelina_crassata,1
Parmelina_cryptotiliacea,1
Parmelina_quercina,1
Parmelina_sp,1
Parmelina_tiliacea,2
Parmelinella_amazonica,1
Parmelinella_salacinifera,1
Parmelinella_wallichiana,1
Parmelinopsis_afrorevoluta,1
Parmelinopsis_spumosa,1
Parmeliopsis_ambigua,1
Parmeliopsis_hyperopta,1
Parmotrema_arnoldii,1
Parmotrema_cetratum,1
Parmotrema_corniculans,1
Parmotrema_crinitum,2
Parmotrema_cristiferum,1
Parmotrema_endosulphureum,2
Parmotrema_fistulatum,1
Parmotrema_flavomedullosum,1
Parmotrema_hababianum,1
Parmotrema_hypoleucinum,1
Parmotrema_hypotrypum,1
Parmotrema_internexum,1
Parmotrema_madagascariaceum,1
Parmotrema_masonii,1
Parmotrema_melanochaetum,1
Parmotrema_norsticticatum,1
Parmotrema_perlatum,1
Parmotrema_praesorediosum,1
Parmotrema_pseudoreticulatum,3
Parmotrema_pseudotinctorum,1
Parmotrema_reticulatum,16
Parmotrema_saccatilobum,1
Parmotrema_sp,4
Parmotrema_subrigidum,1
Parmotrema_tinctorum,2
Parmularia_styracis,1
Parvacoccum_pini,1
Parvixerocomus_pseudoaokii,1
Parvomorbus_eucalypti,1
Parvoplaca_chelyae,1
Parvoplaca_nigroblastidiata,1
Parvoplaca_sp,1
Parvoplaca_suspiciosa,1
Parvoplaca_tiroliensis,3
Parvothecium_amazonense,1
Parvothecium_sp,1
Parvothecium_terrestre,1
Pascua_guehoae,1
Passalora_bacilligera,1
Passalora_cajani,1
Passalora_chaetomium,1
Passalora_dioscoreae,1
Passalora_dissiliens,1
Passalora_lygodii,1
Passalora_nattrassii,1
Passalora_sp,4
Patellaria_andina,1
Patellaria_chromolaenae,1
Patellaria_microspora,1
Patellaria_quercus,1
Patellaria_sp,2
Patellariaceae_sp,14
Patellariales_sp,13
Patellariopsis_atrovinosa,1
Pateramyces_corrientinensis,1
Patinella_sp,1
Paucispora_kunmingensis,1
Paucispora_sp,1
Paucispora_versicolor,1
Paulisebacina_allantoidea,1
Paulisebacina_sp,8
Paullicorticium_allantosporum,1
Paurocotylis_bynumii,1
Paurocotylis_patagonica,1
Paurocotylis_pila,2
Paurocotylis_sp,5
Paxilloboletus_africanus,1
Paxilloboletus_latisporus,1
Paxillus_adelphus,1
Paxillus_ammoniavirescens,1
Paxillus_cuprinus,1
Paxillus_involutus,1
Paxillus_obscurisporus,1
Paxillus_olivellus,2
Paxillus_orientalis,1
Paxillus_rubicundulus,1
Pecoramyces_ruminantium,2
Pecoramyces_sp,1
Pectenia_atlantica,1
Pectenia_cyanoloma,1
Pectenia_plumbea,1
Pectenia_sp,159
Pectinotrichum_chinense,1
Pectinotrichum_llanense,2
Pedumispora_rhizophorae,1
Peethambara_sundara,1
Pellidiscus_pallidus,1
Pellidiscus_sp,2
Peltaster_cerophilus,1
Peltaster_fructicola,2
Peltaster_gemmifer,1
Peltaster_sp,1
Peltigera_americana,1
Peltigera_aphthosa,1
Peltigera_aquatica,1
Peltigera_aubertii,1
Peltigera_canina,1
Peltigera_castanea,2
Peltigera_chionophila,1
Peltigera_cichoracea,1
Peltigera_cinnamomea,1
Peltigera_collina,2
Peltigera_continentalis,2
Peltigera_degenii,5
Peltigera_didactyla,4
Peltigera_dolichorrhiza,2
Peltigera_elisabethae,2
Peltigera_erioderma,2
Peltigera_extenuata,2
Peltigera_friesiorum,2
Peltigera_frigida,2
Peltigera_fuscoponojensis,1
Peltigera_fuscopraetextata,1
Peltigera_gowardii,1
Peltigera_granulosa,2
Peltigera_horizontalis,2
Peltigera_hydrophila,1
Peltigera_hydrothyria,1
Peltigera_hymenina,1
Peltigera_isidiophora,1
Peltigera_koponenii,1
Peltigera_kristinssonii,1
Peltigera_laciniata,2
Peltigera_latiloba,1
Peltigera_lepidophora,3
Peltigera_leucophlebia,4
Peltigera_malacea,1
Peltigera_melanorrhiza,1
Peltigera_membranacea,4
Peltigera_monticola,4
Peltigera_montis-wilhelmii,2
Peltigera_nana,3
Peltigera_neckeri,1
Peltigera_neocanina,7
Peltigera_neodegenii,1
Peltigera_neopolydactyla,6
Peltigera_neorufescens,6
Peltigera_occidentalis,1
Peltigera_oceanica,1
Peltigera_papuana,3
Peltigera_patagonica,1
Peltigera_phyllidiosa,1
Peltigera_polydactyloides,1
Peltigera_polydactylon,3
Peltigera_ponojensis,7
Peltigera_praetextata,1
Peltigera_pulverulenta,3
Peltigera_retifoveata,1
Peltigera_rufescens,1
Peltigera_rufescentiformis,1
Peltigera_scabrosa,5
Peltigera_scabrosella,1
Peltigera_soredians,1
Peltigera_sorediifera,2
Peltigera_sp,12
Peltigera_sumatrana,1
Peltigera_tereziana,1
Peltigera_ulcerata,3
Peltigera_vainioi,1
Peltigera_venosa,2
Peltigera_wulingensis,1
Peltigerales_sp,1
Peltula_auriculata,1
Peltula_lobulata,1
Peltula_polycarpa,1
Peltula_polyphylla,1
Peltula_pseudoboletiformis,1
Peltula_radicata,1
Peltula_sp,1
Peltula_steppae,1
Peltula_submarginata,1
Peltulaceae_sp,3
Pendulichytrium_sphaericum,1
Penicillago_mirabilis,1
Penicillago_nodositata,1
Penicillifer_diparietisporus,2
Penicillifer_martinii,1
Penicillifer_pulcher,1
Penicilliopsis_clavariiformis,2
Penicilliopsis_sp,2
Penicilliopsis_zonata,1
Penicillium_abidjanum,1
Penicillium_adametzii,2
Penicillium_adametzioides,1
Penicillium_aeris,1
Penicillium_aethiopicum,1
Penicillium_alagoense,1
Penicillium_alexiae,1
Penicillium_alicantinum,1
Penicillium_alogum,1
Penicillium_alutaceum,1
Penicillium_amaliae,1
Penicillium_americanum,1
Penicillium_amphipolaria,1
Penicillium_anatolicum,1
Penicillium_angulare,2
Penicillium_annulatum,1
Penicillium_antarcticum,2
Penicillium_aotearoae,1
Penicillium_aquaticum,1
Penicillium_araracuarense,1
Penicillium_argentinense,1
Penicillium_arianeae,1
Penicillium_astrolabium,1
Penicillium_atramentosum,1
Penicillium_atrosanguineum,2
Penicillium_austrosinicum,1
Penicillium_bialowiezense,1
Penicillium_bilaiae,2
Penicillium_bissettii,1
Penicillium_bovifimosum,1
Penicillium_brasilianum,2
Penicillium_brevicompactum,4
Penicillium_brocae,1
Penicillium_buchwaldii,1
Penicillium_burgense,1
Penicillium_cainii,1
Penicillium_cairnsense,1
Penicillium_camemberti,1
Penicillium_canariense,1
Penicillium_canescens,2
Penicillium_caprifimosum,1
Penicillium_capsulatum,3
Penicillium_carneum,1
Penicillium_catalonicum,1
Penicillium_catenatum,4
Penicillium_cerradense,1
Penicillium_chermesinum,1
Penicillium_choerospondiatis,1
Penicillium_christenseniae,1
Penicillium_chroogomphi,2
Penicillium_chrysogenum,4
Penicillium_cinnamopurpureum,2
Penicillium_citreonigrum,2
Penicillium_citreosulfuratum,1
Penicillium_citrinum,3
Penicillium_coffeae,3
Penicillium_colei,1
Penicillium_commune,1
Penicillium_coprobium,1
Penicillium_copticola,1
Penicillium_corylophilum,1
Penicillium_costaricense,1
Penicillium_cryptum,1
Penicillium_crystallinum,1
Penicillium_curticaule,1
Penicillium_daejeonium,1
Penicillium_daleae,1
Penicillium_decaturense,1
Penicillium_decumbens,2
Penicillium_dierckxii,2
Penicillium_digitatum,3
Penicillium_dimorphosporum,1
Penicillium_dodgei,1
Penicillium_dokdoense,1
Penicillium_donkii,1
Penicillium_dravuni,1
Penicillium_echinulatum,1
Penicillium_echinulonalgiovense,1
Penicillium_elleniae,1
Penicillium_ellipsoideosporum,1
Penicillium_erubescens,1
Penicillium_estinogenum,1
Penicillium_expansum,3
Penicillium_exsudans,1
Penicillium_fennelliae,1
Penicillium_fernandesiae,1
Penicillium_ferraniaense,1
Penicillium_flaviroseum,1
Penicillium_fluviserpens,1
Penicillium_formosanum,1
Penicillium_fortuitum,1
Penicillium_fractum,1
