Species,Number of sequences
Neohelicomyces_longisetosus,1
Neohelicomyces_melaleucae,1
Neohelicomyces_pandanicola,1
Neohelicomyces_sp,5
Neohelicomyces_thailandicus,1
Neohelicosporium_acrogenisporum,1
Neohelicosporium_astrictum,1
Neohelicosporium_ellipsoideum,1
Neohelicosporium_hyalosporum,1
Neohelicosporium_irregulare,1
Neohelicosporium_krabiense,1
Neohelicosporium_laxisporum,1
Neohelicosporium_ovoideum,1
Neohelicosporium_parvisporum,1
Neohelicosporium_sp,2
Neohelicosporium_submersum,1
Neohelicosporium_thailandicum,1
Neohendersonia_kickxii,1
Neoheteroceras_macrosporum,1
Neohortaea_acidophila,2
Neohygrocybe_sp,3
Neohygrophorus_angelesianus,1
Neoidriella_desertorum,1
Neoidriella_sp,8
Neokalmusia_arundinis,1
Neokalmusia_brevispora,1
Neokalmusia_jonahhulmei,1
Neokalmusia_kunmingensis,1
Neokalmusia_scabrispora,1
Neokalmusia_thailandica,1
Neokirramyces_syzygii,1
Neolamproconium_silvestre,1
Neolauriomyces_eucalypti,1
Neolauriomycetaceae_sp,4
Neolecta_irregularis,2
Neolecta_vitellina,1
Neolentinus_kauffmanii,1
Neolentinus_lepideus,3
Neolentinus_schaefferi,1
Neoleptosphaeria_sp,1
Neolindgomyces_pandanae,1
Neomassaria_hongheensis,1
Neomassarina_chromolaenae,1
Neomassarina_thailandica,1
Neomassarinaceae_sp,2
Neomedicopsis_prunicola,1
Neomelanconiella_combreti,1
Neomelanconium_gelatosporum,1
Neomensularia_duplicata,1
Neomensularia_kanehirae,1
Neomensularia_rectiseta,1
Neometulocladosporiella_eucalypti,1
Neometulocladosporiella_seifertii,1
Neomicrosphaeropsis_cytisi,1
Neomicrosphaeropsis_sp,1
Neomollisia_gelatinosa,1
Neomonodictys_muriformis,1
Neomultiseptospora_yunnanensis,1
Neomycoleptodiscus_venezuelensis,1
Neomycosphaerella_guibourtiae,1
Neomycosphaerella_pseudopentameridis,1
Neomyrmecridium_asiaticum,1
Neomyrmecridium_guizhouense,1
Neomyrmecridium_septatum,1
Neomyrmecridium_sorbicola,1
Neomyrmecridium_sp,9
Neomyrothecium_humicola,1
Neonawawia_malaysiana,1
Neonectria_cinnamomea,1
Neonectria_lugdunensis,1
Neonectria_magnoliae,1
Neonectria_major,2
Neonectria_sp,14
Neonectria_tsugae,1
Neonothopanus_hygrophanus,1
Neonothopanus_nambi,1
Neooccultibambusa_chiangraiensis,1
Neooccultibambusa_pandanicola,1
Neooccultibambusa_sp,1
Neooccultibambusa_thailandensis,1
Neooccultibambusa_trachycarpi,1
Neoophiobolus_chromolaenae,1
Neoophiosphaerella_sasicola,1
Neopaxillus_dominicanus,1
Neopaxillus_echinospermus,1
Neopaxillus_plumbeus,1
Neopaxillus_sp,14
Neopeckia_sp,1
Neopenidiella_nectandrae,1
Neopestalotiopsis_aotearoa,1
Neopestalotiopsis_clavispora,2
Neopestalotiopsis_foedans,1
Neopestalotiopsis_hispanica,1
Neopestalotiopsis_iberica,1
Neopestalotiopsis_javaensis,1
Neopestalotiopsis_magna,1
Neopestalotiopsis_musae,1
Neopestalotiopsis_natalensis,1
Neopestalotiopsis_sp,7
Neopestalotiopsis_steyaertii,1
Neopetractis_nodispora,1
Neophaeoappendicospora_leucaenae,1
Neophaeococcomyces_aloes,1
Neophaeococcomyces_catenatus,1
Neophaeococcomyces_oklahomaensis,1
Neophaeococcomyces_placitae,1
Neophaeococcomyces_sp,32
Neophaeocryptopus_spartii,1
Neophaeomoniella_constricta,1
Neophaeomoniella_corymbiae,1
Neophaeomoniella_eucalypti,1
Neophaeomoniella_eucalyptigena,1
Neophaeomoniella_niveniae,1
Neophaeomoniella_ossiformis,1
Neophaeomoniella_sp,1
Neophaeosphaeria_agaves,2
Neophaeosphaeria_filamentosa,1
Neophaeosphaeria_sp,5
Neophaeosphaeriaceae_sp,8
Neophaeotheca_salicorniae,1
Neophaeotheca_triangularis,1
Neophaeothecoidea_proteae,1
Neophyllachora_cerradensis,1
Neophyllachora_fici,1
Neophyllachora_myrciariae,1
Neophysalospora_eucalypti,1
Neophysopella_kraunhiae,1
Neophysopella_vitis,1
Neoplatysporoides_aloes,1
Neoplatysporoides_aloicola,1
Neoplatysporoides_sp,1
Neoprotoparmelia_camptotheca,1
Neoprotoparmelia_capitata,1
Neoprotoparmelia_corallifera,1
Neoprotoparmelia_paramultifera,1
Neoprotoparmelia_plurisporibadia,1
Neoprotoparmelia_pseudomultifera,1
Neoprotoparmelia_purpurea,1
Neoprotoparmelia_sexdecimspora,1
Neopseudocercospora_terminaliae,1
Neopseudocercosporella_sp,1
Neopseudolachnella_acutispora,1
Neopseudolachnella_magnispora,1
Neopseudolachnella_sp,3
Neopseudolachnella_uniseptata,1
Neopyrenochaeta_acicola,1
Neopyrenochaeta_annellidica,1
Neopyrenochaeta_chiangraiensis,1
Neopyrenochaeta_chromolaenae,1
Neopyrenochaeta_inflorescentiae,1
Neopyrenochaeta_maesuayensis,1
Neopyrenochaeta_sp,2
Neopyrenochaeta_telephoni,1
Neopyrenochaeta_thailandica,1
Neopyrenopeziza_nigripigmentata,1
Neopyricularia_commelinicola,1
Neoramichloridium_bambusicola,1
Neoroussoella_bambusae,1
Neoroussoella_clematidis,1
Neoroussoella_fulvicomae,1
Neoroussoella_heveae,1
Neoroussoella_lignicola,1
Neoroussoella_solani,1
Neoroussoella_sp,4
Neosartorya_sp,5
Neoschizothecium_carpinicola,1
Neoschizothecium_curvisporum,1
Neoschizothecium_selenosporum,1
Neoscolecobasidium_agapanthi,1
Neoscytalidium_novaehollandiae,2
Neoseptoria_caricis,1
Neoseptorioides_eucalypti,1
Neosetophoma_aseptata,1
Neosetophoma_buxi,1
Neosetophoma_clematidis,1
Neosetophoma_guiyangensis,1
Neosetophoma_lonicerae,1
Neosetophoma_lunariae,1
Neosetophoma_phragmitis,1
Neosetophoma_poaceicola,1
Neosetophoma_rosarum,1
Neosetophoma_rosigena,1
Neosetophoma_samarorum,3
Neosetophoma_sambuci,1
Neosetophoma_shoemakeri,1
Neosetophoma_sp,8
Neosetophoma_xingrensis,1
Neosonderhenia_eucalypti,1
Neosorocybe_pini,1
Neospadicoides_aquatica,1
Neospadicoides_lignicola,1
Neospadicoides_sp,15
Neospadicoides_thailandica,1
Neospadicoides_yunnanensis,1
Neospermospora_avenae,1
Neosphaerellopsis_sp,1
Neosphaerellopsis_thailandica,1
Neostagonospora_arrhenatheri,1
Neostagonospora_caricis,1
Neostagonospora_elegiae,1
Neostagonospora_phragmitis,1
Neostagonospora_sorghi,1
Neostagonospora_spinificis,1
Neostagonosporella_sichuanensis,1
Neostrelitziana_acaciigena,1
Neostrelitziana_sp,1
Neosulcatispora_agaves,1
Neosulcatispora_strelitziae,1
Neotestudina_sp,1
Neothyriopsis_sphaerospora,1
Neothyronectria_citri,1
Neothyronectria_sophorae,1
Neothyrostroma_encephalarti,1
Neotorrubiella_chinghridicola,1
Neotorula_submersa,1
Neotracylla_pini,1
Neotrichosphaeria_eucalypticola,1
Neotrichosphaeria_sp,1
Neotrimmatostroma_dalrympleanae,1
Neotrimmatostroma_excentricum,1
Neotrimmatostroma_paraexcentricum,1
Neotropicomus_australis,1
Neottiella_vivida,1
Neotubeufia_krabiensis,1
Neotyphodium_huerfanum,1
Neournula_pouchetii,1
Neovaginatispora_clematidis,1
Neovaginatispora_sp,1
Neoxylaria_arengae,1
Nephroma_arcticum,1
Nephroma_areolatum,1
Nephroma_australe,2
Nephroma_bellum,1
Nephroma_cellulosum,1
Nephroma_expallidum,1
Nephroma_flavorhizinatum,1
Nephroma_helveticum,7
Nephroma_isidiosum,1
Nephroma_laevigatum,1
Nephroma_occultum,1
Nephroma_parile,2
Nephroma_plumbeum,1
Nephroma_resupinatum,3
Nephroma_sipeanum,1
Nephroma_squamigerum,1
Nephroma_subhelveticum,1
Nephroma_tangeriense,1
Nephroma_tropicum,1
Nephroma_washingtoniense,1
Nephromopsis_leucostigma,1
Neptunomyces_aureus,1
Nesolechia_oxyspora,1
Neta_sp,2
Neurospora_brevispora,1
Neurospora_crassa,2
Neurospora_cratophora,1
Neurospora_discreta,1
Neurospora_santi-florii,1
Neurospora_sitophila,1
Neurospora_sp,1
Neurospora_sublineolata,1
Neurospora_terricola,1
Neurospora_udagawae,1
Nevesia_sampaiana,1
Nevesoporus_nigrostipitatus,1
Niaceae_sp,8
Nidula_macrocarpa,1
Nidula_niveotomentosa,1
Nidularia_deformis,1
Nidulariaceae_sp,1
Nidulariopsis_iowensis,1
Nidulariopsis_sp,4
Niebla_caespitosa,1
Niebla_cephalota,2
Niebla_contorta,1
Niebla_fimbriata,1
Niebla_flagelliforma,1
Niebla_homalea,4
Niebla_laevigata,1
Niebla_procera,1
Niebla_spatulata,1
Niebla_turgida,1
Nielozyma_formosana,1
Niesslia_aemula,1
Niesslia_antarctica,1
Niesslia_arctiicola,1
Niesslia_constricta,2
Niesslia_curvisetosa,1
Niesslia_dimorphospora,1
Niesslia_exilis,3
Niesslia_exosporioides,3
Niesslia_fuegiana,1
Niesslia_ilicifolia,1
Niesslia_indica,2
Niesslia_ligustica,1
Niesslia_loricata,1
Niesslia_mucida,1
Niesslia_neoexosporioides,1
Niesslia_nolinae,1
Niesslia_sp,16
Niesslia_stellenboschiana,1
Niesslia_tenuis,1
Niessliaceae_sp,17
Nigrocephalum_collariferum,2
Nigrofomes_melanoporus,1
Nigrofomes_sinomelanoporus,1
Nigrograna_antibiotica,1
Nigrograna_aquatica,1
Nigrograna_cangshanensis,1
Nigrograna_fuscidula,1
Nigrograna_hydei,1
Nigrograna_impatientis,1
Nigrograna_jinghongensis,1
Nigrograna_mackinnonii,1
Nigrograna_magnoliae,1
Nigrograna_mycophila,1
Nigrograna_norvegica,1
Nigrograna_obliqua,1
Nigrograna_sp,7
Nigrograna_thymi,1
Nigrogranaceae_sp,5
Nigroporus_sp,1
Nigroporus_vinosus,2
Nigropunctata_bambusicola,1
Nigropunctata_nigrocircularis,1
Nigropunctata_thailandica,1
Nigrosabulum_globosum,1
Nigrosabulum_sp,1
Nigrospora_aurantiaca,1
Nigrospora_bambusae,1
Nigrospora_chinensis,1
Nigrospora_covidalis,1
Nigrospora_guangdongensis,1
Nigrospora_guilinensis,1
Nigrospora_hainanensis,1
Nigrospora_macarangae,1
Nigrospora_magnoliae,1
Nigrospora_musae,1
Nigrospora_oryzae,3
Nigrospora_philosophiae-doctoris,1
Nigrospora_pyriformis,1
Nigrospora_rubi,1
Nigrospora_saccharicola,1
Nigrospora_sp,6
Nigrospora_sphaerica,2
Nigrospora_vesicularifera,1
Nigrospora_zimmermanii,1
Nimesporella_capillacea,1
Niorma_chrysophthalma,2
Nipponoparmelia_ricasolioides,1
Nodobryoria_abbreviata,1
Nodulisporium_indicum,1
Nodulisporium_sp,6
Nodulisporium_verrucosum,1
Nodulosphaeria_aconiti,1
Nodulosphaeria_italica,1
Nodulosphaeria_scabiosae,1
Nodulosphaeria_thalictri,1
Nolanea_sp,3
Nomuraea_anemonoides,1
Nonappendiculata_quercina,1
Nonappendiculata_sp,1
Normandina_sp,1
Nothoanungitopsis_urophyllae,1
Nothocybe_distincta,1
Nothodactylaria_nephrolepidis,1
Nothodactylaria_sp,12
Nothojafnea_sp,1
Nothojafnea_thaxteri,1
Notholepista_fistulosa,1
Notholepista_subzonalis,1
Nothomitra_sp,2
Nothopassalora_personata,1
Nothopericoniella_perseae-macranthae,1
Nothophaeocryptopus_gaeumannii,1
Nothophaeomoniella_ekebergiae,1
Nothophaeotheca_mirabibensis,1
Nothophellinus_andinopatagonicus,1
Nothophoma_acaciae,1
Nothophoma_eucalyptigena,1
Nothophoma_macrospora,1
Nothophoma_ngayawang,1
Nothophoma_nullicana,1
Nothophoma_prosopidis,1
Nothophoma_raii,1
Nothophoma_sp,1
Nothophoma_variabilis,1
Nothoramichloridium_perseae,1
Nothoravenelia_japonica,1
Nothoseiridium_podocarpi,1
Nothoseptoria_caraganae,1
Nothotrimmatostroma_bifarium,1
Nothotrimmatostroma_eucalyptorum,1
Notoparmelia_signifera,1
Novakomyces_olei,1
Nowakowskiella_elegans,1
Nowakowskiella_multispora,1
Nowakowskiella_sp,3
Nowamyces_globulus,2
Nowamyces_piperitae,1
Nullicamyces_eucalypti,1
Nyssopsora_koelreuteriae,1
Obba_thailandica,1
Obba_valdiviana,1
Obeliospora_sp,1
Oberwinklerozyma_dicranopteridis,1
Oberwinklerozyma_silvestris,1
Oberwinklerozyma_straminea,1
Oberwinklerozyma_yarrowii,1
Obliquiminima_hyalina,1
Oblongisporothyrium_castanopsidis,1
Oblongocollomyces_sp,1
Oblongocollomyces_variabilis,1
Obolarina_dryophila,1
Obolarina_persica,1
Obolarina_sp,1
Obtectodiscus_aquaticus,1
Occultibambusa_bambusae,1
Occultibambusa_fusispora,1
Occultibambusa_kunmingensis,1
Occultibambusa_pustula,1
Occultibambusaceae_sp,5
Occultifur_externus,1
Occultifur_kilbournensis,1
Occultifur_mephitis,1
Occultifur_sp,16
Occultifur_tropicalis,1
Occultitheca_rosae,1
Occultocarpon_ailaoshanense,1
Oceanitis_scuticella,1
Ocellomma_rediuntum,1
Ocellularia_erodens,1
Ocellularia_microsorediata,1
Ocellularia_punctulata,1
Ocellularia_vizcayensis,1
Ochraceocephala_foeniculi,1
Ochrocladosporium_adansoniae,1
Ochrocladosporium_elatum,1
Ochrocladosporium_frigidarii,1
Ochrocladosporium_sp,3
Ochroconis_helicteris,1
Ochroconis_longiphorum,1
Ochroconis_mirabilis,1
Ochroconis_musae,3
Ochroconis_sp,149
Ochroconis_tshawytschae,1
Ochrolechia_alaskana,1
Ochrolechia_androgyna,2
Ochrolechia_frigida,3
Ochrolechia_gowardii,1
Ochrolechia_incarnata,1
Ochrolechia_microstictoides,1
Ochrolechia_pallescens,1
Ochrolechia_parella,1
Ochrolechia_parellula,1
Ochrolechia_sp,2
Ochrolechia_subplicans_subsp._hultenii,1
Ochrolechia_subviridis,1
Ochrolechia_szatalaënsis,1
Ochrolechia_upsaliensis,1
Ochronectria_thailandica,1
Ochropsora_ariae,1
Ochropsora_staphyleae,1
Octaviania_arbucalensis,1
Octaviania_asahimontana,1
Octaviania_asterosperma,2
Octaviania_celatifilia,1
Octaviania_cyanescens,1
Octaviania_decimae,1
Octaviania_durianelloides,2
Octaviania_etchuensis,1
Octaviania_hesperi,1
Octaviania_japonimontana,1
Octaviania_kobayasii,1
Octaviania_mortae,1
Octaviania_nonae,2
Octaviania_sp,12
Octaviania_tasmanica,1
Octaviania_tenuipes,1
Octaviania_tomentosa,1
Octaviania_vacekii,1
Octaviania_yaeyamaensis,1
Octospora_affinis,1
Octospora_sp,7
Oculimacula_sp,1
Oculimacula_yallundae,2
Odontia_duemmeri,3
Odontia_ferruginea,5
Odontia_fibrosa,5
Odontia_huanrenensis,1
Odontia_parvispina,1
Odontia_sp,31
Odonticium_laxum,1
Odonticium_romellii,1
Odonticium_septocystidia,2
Odontochytrium_milleri,2
Odontoefibula_orientalis,1
Oedocephalum_nayoroense,1
Oedocephalum_sp,13
Oedogoniomyces_sp,1
Oehlia_diaphana,2
Oehlia_sp,5
Ofella_glaira,1
Ogataea_allantospora,1
Ogataea_angusta,1
Ogataea_cecidiorum,1
Ogataea_chonburiensis,1
Ogataea_corticis,1
Ogataea_deakii,1
Ogataea_degrootiae,1
Ogataea_dorogensis,1
Ogataea_falcaomoraisii,1
Ogataea_ganodermae,1
Ogataea_glucozyma,1
Ogataea_haglerorum,1
Ogataea_henricii,2
Ogataea_histrianica,1
Ogataea_kodamae,1
Ogataea_kolombanensis,1
Ogataea_methanolica,1
Ogataea_methylovora,1
Ogataea_naganishii,1
Ogataea_neixiangensis,1
Ogataea_neopini,1
Ogataea_nitratoaversa,1
Ogataea_nonfermentans,1
Ogataea_paradorogensis,1
Ogataea_paraovalis,1
Ogataea_parapolymorpha,1
Ogataea_philodendri,1
Ogataea_pignaliae,1
Ogataea_pilisensis,1
Ogataea_pini,2
Ogataea_polymorpha,1
Ogataea_populi-albae,1
Ogataea_ramenticola,1
Ogataea_salicorniae,1
Ogataea_saltuana,1
Ogataea_sp,5
Ogataea_thermomethanolica,1
Ogataea_trehaloabstinens,1
Ogataea_trehalophila,1
Ogataea_wangdongensis,1
Ogataea_wickerhamii,1
Ogataea_zsoltii,2
Ohleria_modesta,1
Oidiodendron_cereale,1
Oidiodendron_chlamydosporicum,1
Oidiodendron_echinulatum,2
Oidiodendron_eucalypti,3
Oidiodendron_flavum,3
Oidiodendron_griseum,1
Oidiodendron_maius,1
Oidiodendron_majus,1
Oidiodendron_mellicola,1
Oidiodendron_myxotrichoides,1
Oidiodendron_periconioides,1
Oidiodendron_pilicola,1
Oidiodendron_rhodogenum,1
Oidiodendron_setiferum,1
Oidiodendron_sp,116
Oidiodendron_tenuissimum,2
Oidiodendron_truncatum,3
Olegblumia_demissa,1
Oleoguttula_mirabilis,1
Oleoguttula_sp,3
Oligoporus_podocarpi,1
Oliveonia_pauxilla,3
Oliveonia_sp,216
Oliveoniaceae_sp,70
Olla_transiens,1
Olpidiaceae_sp,6
Olpidiales_sp,4
Olpidiaster_brassicae,1
Olpidiomycota_sp,28
Olpidium_bornovanus,4
Olpidium_sp,9
Olpidium_virulentus,2
Ombrophila_hemiamyloidea,1
Ombrophila_sp,4
Omnidemptus_affinis,1
Omnidemptus_graminis,1
Omnidemptus_lunatus,1
Omphalia_discorosea,1
Omphalina_pyxidata,3
Omphalina_rivulicola,2
Omphalodium_pisacomense,1
Omphalotaceae_sp,60
Omphalotus_flagelliformis,1
Omphalotus_illudens,1
Omphalotus_japonicus,2
Omphalotus_mexicanus,1
Omphalotus_nidiformis,1
Omphalotus_olearius,1
Omphalotus_olivascens,2
Omphalotus_sp,1
Omphalotus_subilludens,1
Oncopodiella_sp,15
Oncopodiella_trigonella,1
Onnia_kesiyae,1
Onnia_tomentosa,1
Onychocola_canadensis,1
Onygena_corvina,1
Onygena_equina,1
Onygenaceae_sp,68
Onygenales_sp,768
Oomyces_sp,4
Oontomyces_anksri,1
Oosporidium_margaritiferum,1
Opegrapha_multipuncta,1
Opegrapha_sp,1
Operculomyces_laminatus,1
Operculomyces_sp,29
Operculomycetaceae_sp,10
Ophidiomyces_ophidiicola,1
Ophidiomyces_ophiicola,1
Ophiobolopsis_italica,1
Ophiobolus_artemisiicola,1
Ophiobolus_hydei,1
Ophiobolus_lathyri,1
Ophiobolus_malleolus,1
Ophiobolus_rossicus,1
Ophiobolus_senecionis,1
Ophioceraceae_sp,13
Ophioceras_aquaticum,2
Ophioceras_commune,1
Ophioceras_dolichostomum,1
Ophioceras_freycinetiae,1
Ophioceras_junci,1
Ophioceras_leptosporum,1
Ophioceras_sp,2
Ophiocordyceps_agriotis,1
Ophiocordyceps_appendiculata,1
Ophiocordyceps_arborescens,1
Ophiocordyceps_asiana,2
Ophiocordyceps_australis,1
Ophiocordyceps_brunneirubra,2
Ophiocordyceps_clavata,1
Ophiocordyceps_coccidiicola,1
Ophiocordyceps_cylindrospora,1
Ophiocordyceps_ditmarii,1
Ophiocordyceps_globiceps,2
Ophiocordyceps_gracilis,1
Ophiocordyceps_halabalaensis,1
Ophiocordyceps_hemisphaerica,1
Ophiocordyceps_houaynhangensis,1
Ophiocordyceps_irangiensis,2
Ophiocordyceps_issidarum,1
Ophiocordyceps_khokpasiensis,1
Ophiocordyceps_khonkaenensis,1
Ophiocordyceps_lanpingensis,1
Ophiocordyceps_macroacicularis,1
Ophiocordyceps_mosingtoensis,1
Ophiocordyceps_myrmecophila,4
Ophiocordyceps_nutans,5
Ophiocordyceps_pseudocommunis,1
Ophiocordyceps_pseudolloydii,1
Ophiocordyceps_retorta,1
Ophiocordyceps_robertsii,2
Ophiocordyceps_sessilis,1
Ophiocordyceps_sinensis,13
Ophiocordyceps_sobolifera,3
Ophiocordyceps_sp,17
Ophiocordyceps_sphecocephala,2
Ophiocordyceps_sporangifera,1
Ophiocordyceps_stylophora,1
Ophiocordyceps_tessaratomidarum,1
Ophiocordyceps_thanathonensis,2
Ophiocordyceps_tricentri,1
Ophiocordyceps_unilateralis,2
Ophiocordyceps_xuefengensis,1
Ophiocordycipitaceae_sp,33
Ophiodiaporthe_cyatheae,1
Ophiognomonia_acadiensis,1
Ophiognomonia_alni-cordatae,1
Ophiognomonia_apiospora,1
Ophiognomonia_asiatica,1
Ophiognomonia_balsamiferae,1
Ophiognomonia_bugabensis,1
Ophiognomonia_clavigignenti-juglandacearum,1
Ophiognomonia_cordicarpa,1
Ophiognomonia_gardiennetii,1
Ophiognomonia_gei-montani,1
Ophiognomonia_gunmensis,1
Ophiognomonia_hiawathae,1
Ophiognomonia_ibarakiensis,1
Ophiognomonia_intermedia,2
Ophiognomonia_japonica,1
Ophiognomonia_kobayashii,1
Ophiognomonia_lenticulispora,1
Ophiognomonia_leptostyla,2
Ophiognomonia_longispora,1
Ophiognomonia_maximowiczianae,1
Ophiognomonia_melanostyla,1
Ophiognomonia_micromegala,1
Ophiognomonia_monticola,1
Ophiognomonia_multirostrata,1
Ophiognomonia_naganoensis,1
Ophiognomonia_nipponicae,1
Ophiognomonia_ostryae-virginianae,1
Ophiognomonia_otanii,1
Ophiognomonia_padicola,1
Ophiognomonia_pseudoclavulata,1
Ophiognomonia_pterocaryae,1
Ophiognomonia_quercus-gambellii,1
Ophiognomonia_rosae,1
Ophiognomonia_rubi-idaei,1
Ophiognomonia_setacea,1
Ophiognomonia_sogonovii,1
Ophiognomonia_sp,6
Ophiognomonia_tucumanensis,1
Ophiognomonia_vasiljevae,1
Ophionectria_trichospora,1
Ophioparma_araucariae,1
Ophioparma_handelii,1
Ophioparma_lapponica,1
Ophioparma_pruinosa,1
Ophioparma_ventosa,1
Ophiosphaerella_agrostidis,1
Ophiosphaerella_aquatica,1
Ophiosphaerella_herpotricha,2
Ophiosphaerella_korrae,2
Ophiosphaerella_narmari,1
Ophiosphaerella_sp,19
Ophiosphaerella_taiwanensis,1
Ophiosphaerella_taiwanica,1
Ophiostoma_acarorum,1
Ophiostoma_adjuncti,1
Ophiostoma_aggregatum,1
Ophiostoma_ainoae,1
Ophiostoma_album,1
Ophiostoma_allantosporum,1
Ophiostoma_araucariae,1
Ophiostoma_arduennense,1
Ophiostoma_botuliforme,1
Ophiostoma_brevicolle,1
Ophiostoma_brevipilosi,1
Ophiostoma_brunneolum,1
Ophiostoma_clavatum,1
Ophiostoma_colliferum,2
Ophiostoma_denticiliatum,1
Ophiostoma_denticulatum,1
Ophiostoma_distortum,1
Ophiostoma_fuscum,1
Ophiostoma_japonicum,1
Ophiostoma_karelicum,1
Ophiostoma_kryptum,1
Ophiostoma_longiconidiatum,1
Ophiostoma_macrosporum,1
Ophiostoma_micantis,1
Ophiostoma_microsporum,1
Ophiostoma_multiannulatum,1
Ophiostoma_nigrocarpum,1
Ophiostoma_nikkoense,1
Ophiostoma_noisomeae,1
Ophiostoma_novo-ulmi,2
Ophiostoma_pallidulum,1
Ophiostoma_palustre,1
Ophiostoma_patagonicum,1
Ophiostoma_pehueninum,1
Ophiostoma_perfectum,1
Ophiostoma_pityokteinis,1
Ophiostoma_poligraphi,1
Ophiostoma_pusillum,1
Ophiostoma_rachisporum,1
Ophiostoma_ranaculosum,2
Ophiostoma_rostrocoronatum,1
Ophiostoma_saponiodorum,1
Ophiostoma_sejunctum,1
Ophiostoma_setosum,1
Ophiostoma_shangrilae,1
Ophiostoma_sp,13
Ophiostoma_sparsiannulatum,1
Ophiostoma_ssiori,1
Ophiostoma_taphrorychi,1
Ophiostoma_tapionis,1
Ophiostoma_tenellum,1
Ophiostoma_tetropii,2
Ophiostoma_tingens,1
Ophiostoma_triangulosporum,1
Ophiostoma_tsotsi,1
Ophiostoma_ulmi,1
Ophiostoma_undulatum,1
Ophiostoma_valdivianum,1
Ophiostomataceae_sp,31
Ophiostomatales_sp,15
Orbilia_adenocarpi,1
Orbilia_aethiopica,1
Orbilia_albidorosea,1
Orbilia_alnea,1
Orbilia_alpigena,1
Orbilia_amarilla,1
Orbilia_angiosubvinosa,1
Orbilia_anigozanthi,1
Orbilia_aprilis,1
Orbilia_arachnovinosa,1
Orbilia_aradi,1
Orbilia_aristata,2
Orbilia_asomatica,1
Orbilia_aurantiorubra,1
Orbilia_auricolor,1
Orbilia_australiensis,1
Orbilia_beltraniae,1
Orbilia_bomiensis,1
Orbilia_brachychitonis,1
Orbilia_brettii,1
Orbilia_calyptrata,1
Orbilia_canadensis,1
Orbilia_cardui,1
Orbilia_carminorosea,1
Orbilia_carpoboloides,1
Orbilia_caulicola,1
Orbilia_cejpii,2
Orbilia_cercocarpi,1
Orbilia_cladodes,1
Orbilia_clavispora,1
Orbilia_clavuliformis,1
Orbilia_coccinella,1
Orbilia_comma,1
Orbilia_corculispora,1
Orbilia_cotoneastri,1
Orbilia_crenatofalcata,1
Orbilia_crenatomarginata,1
Orbilia_crenatovinosa,1
Orbilia_cryptogena,1
Orbilia_cunninghamii,1
Orbilia_cupressi,1
Orbilia_cylindrosoma,1
Orbilia_denticulata,1
Orbilia_desertorum,1
Orbilia_dorsalis,1
Orbilia_dryadum,1
Orbilia_elegans,1
Orbilia_ellipsospora,1
Orbilia_epilobii,1
Orbilia_epipora,1
Orbilia_eucalypti,4
Orbilia_euonymi,1
Orbilia_fabacearum,1
Orbilia_farnesianae,1
Orbilia_ficicola,1
Orbilia_fimbriata,1
Orbilia_flagellispora,1
Orbilia_flavida,1
Orbilia_flavidorosella,1
Orbilia_foliicola,1
Orbilia_frangulae,1
Orbilia_fraxini,1
Orbilia_gambelii,1
Orbilia_gemma,1
Orbilia_guyanensis,1
Orbilia_halimi,1
Orbilia_helicoobliqua,1
Orbilia_hesperidea,1
Orbilia_javanica,1
Orbilia_jesu-laurae,1
Orbilia_jugulospora,1
Orbilia_latispora,1
Orbilia_lentiformis,1
Orbilia_leucostigma,1
Orbilia_liliputiana,1
Orbilia_luteorubella,3
Orbilia_macroserpens,1
Orbilia_magnifica,1
Orbilia_mali,1
Orbilia_mammillata,1
Orbilia_mesaverdiana,1
Orbilia_microserpens,1
Orbilia_microsoma,1
Orbilia_mirabilis,1
Orbilia_montigena,1
Orbilia_multicurvula,1
Orbilia_multiformis,1
Orbilia_multimaeandrina,1
Orbilia_multiurosperma,1
Orbilia_myriofusiclava,1
Orbilia_myrioolneyae,1
Orbilia_myriosphaera,1
Orbilia_naumburgensis,1
Orbilia_navicularis,1
Orbilia_nothoaprilis,1
Orbilia_obtusispora,1
Orbilia_octoserpentina,1
Orbilia_ovalis,2
Orbilia_ovoidea,1
Orbilia_oxyspora,1
Orbilia_paracylindrospora,1
Orbilia_paramontigena,1
Orbilia_paravitalbae,1
Orbilia_patellarioides,1
Orbilia_phragmotricha,1
Orbilia_pilifera,1
Orbilia_pisciformis,1
Orbilia_pleioaustraliensis,1
Orbilia_plurilentiformis,1
Orbilia_pluristomachia,1
Orbilia_plurivacuolata,1
Orbilia_poitevinica,1
Orbilia_polybrocha,1
Orbilia_polyspora,1
Orbilia_pseudeuphorbiae,1
Orbilia_pseudoaristata,1
Orbilia_pseudobrevistipitata,1
Orbilia_pseudopolybrocha,1
Orbilia_quaestiformis,1
Orbilia_rectispora,2
Orbilia_renispora,1
Orbilia_rhamni,1
Orbilia_rosea,2
Orbilia_rubella,1
Orbilia_rubrovacuolata,1
Orbilia_sarraziniana,1
Orbilia_scaphoides,1
Orbilia_scolecospora,1
Orbilia_septispora,1
Orbilia_siculispora,1
Orbilia_sinensis,2
Orbilia_sonorensis,1
Orbilia_sp,55
Orbilia_spermoides,1
Orbilia_sphaerospora,1
Orbilia_stipitata,1
Orbilia_subaristata,1
Orbilia_subocellata,1
