Genus,Number of sequences
Hydnaceae_gen_Incertae_sedis,4
Hydnangiaceae_gen_Incertae_sedis,2
Hydnangium,3
Hydnellum,82
Hydnobolites,113
Hydnocristella,2
Hydnocystis,5
Hydnodontaceae_gen_Incertae_sedis,220
Hydnomerulius,1
Hydnophlebia,13
Hydnoplicata,7
Hydnoporia,5
Hydnotrya,29
Hydnotryopsis,1
Hydnum,104
Hydrocina,1
Hydrophana,1
Hydropisphaera,7
Hydropunctaria,10
Hydropus,63
Hygroaster,9
Hygrocybe,423
Hygronarius,3
Hygrophoraceae_gen_Incertae_sedis,154
Hygrophoropsidaceae_gen_Incertae_sedis,2
Hygrophoropsis,14
Hygrophorus,158
Hymenagaricus,5
Hymenella,1
Hymenochaetaceae_gen_Incertae_sedis,73
Hymenochaetales_gen_Incertae_sedis,151
Hymenochaete,92
Hymenochaetopsis,8
Hymenogaster,83
Hymenogastraceae_gen_Incertae_sedis,20
Hymenogloea,1
Hymenopellis,20
Hymenopleella,6
Hymenoscyphus,122
Hymenotorrendiella,6
Hymenula,3
Hyperdermium,1
Hyperphyscia,6
Hyphoderma,130
Hyphodermataceae_gen_Incertae_sedis,20
Hyphodermella,11
Hyphodiscus,54
Hyphodontia,33
Hyphodontiella,11
Hypholoma,28
Hyphomucor,4
Hyphopichia,20
Hyphozyma,1
Hypocenomyce,3
Hypochnella,1
Hypochniciellum,1
Hypochnicium,38
Hypocopra,4
Hypocrea,3
Hypocreaceae_gen_Incertae_sedis,86
Hypocreales_gen_Incertae_sedis,988
Hypocrella,2
Hypocreopsis,3
Hypoderma,9
Hypogymnia,30
Hypohelion,2
Hypomontagnella,3
Hypomyces,92
Hyponectriaceae_gen_Incertae_sedis,1
Hypotarzetta,3
Hypotrachyna,42
Hypoxylaceae_gen_Incertae_sedis,20
Hypoxylon,217
Hypsizygus,2
Hypsostroma,1
Hypsotheca,3
Hysterangiaceae_gen_Incertae_sedis,1
Hysterangiales_gen_Incertae_sedis,24
Hysterangium,118
Hysteriaceae_gen_Incertae_sedis,12
Hysteriales_gen_Incertae_sedis,4
Hysterium,7
Hysterobrevium,4
Hysteropatella,3
Hysteropezizella,1
Hyweljonesia,3
Icmadophila,4
Idriella,87
Idriellomyces,2
Idriellopsis,5
Ijuhya,8
Ikaeria,2
Ileodictyon,8
Ilyonectria,14
Imaia,2
Imleria,6
Immersaria,5
Immersidiscosia,1
Immersiella,7
Immersiporthe,1
Immotthia,2
Imperator,1
Imshaugia,1
Inaequalispora,4
Incertomyces,7
Incrucipulum,5
Incrustoporia,1
Incrustoporiaceae_gen_Incertae_sedis,4
Indoporus,1
Induratia,4
Inflatispora,1
Infundibulicybe,8
Infundibulomyces,1
Infundichalara,24
Inocephalus,2
Inocutis,9
Inocybaceae_gen_Incertae_sedis,82
Inocybe,2614
Inocyclus,1
Inonotopsis,1
Inonotus,39
Inopinatum,1
Inosperma,25
Insolibasidium,1
Intubia,2
Involutiscutellula,1
Iodophanus,25
Iodosphaeria,3
Ionaspis,1
Ionomidotis,3
Ionosporus,1
Irenopsis,2
Irineochytrium,5
Irpex,6
Irpicaceae_gen_Incertae_sedis,8
Irpicodon,1
Irpicomyces,1
Ischnoderma,1
Isomucor,2
Issatchenkia,1
Isthmolongispora,3
Isthmomyces,6
Itajahya,8
Italica,2
Italiomyces,1
Itersonilia,6
Jaapia,4
Jackrogersella,2
Jafnea,1
Jahnoporus,3
Jahnula,17
Jahnulales_gen_Incertae_sedis,4
Jalapriya,1
Jamesdicksonia,2
Jaminaea,3
Jansia,2
Japewia,5
Jasonhuria,1
Jattaea,13
Jeremyomyces,1
Jianyunia,2
Jimgerdemannia,1
Jimtrappea,1
Jobellisia,1
Jobellisiaceae_gen_Incertae_sedis,5
Jobellisiales_gen_Incertae_sedis,3
Joblinomyces,2
Joergensenia,1
Johansonia,1
Johnalcornia,1
Jorgewrightia,3
Josefpoeltia,1
Jugisporipsathyra,1
Juglanconis,4
Jugulospora,3
Jumillera,1
Juncaceicola,12
Juncomyces,2
Juncorrhiza,1
Junewangia,3
Junewangiaceae_gen_Incertae_sedis,61
Junghuhnia,19
Kabatiella,1
Kabatina,4
Kaernefeltia,2
Kaernefia,2
Kalaharituber,1
Kalapuya,1
Kalbionora,1
Kalmanozyma,1
Kalmusia,17
Kamalia,1
Kamalomyces,2
Kamienskia,75
Kappamyces,5
Kappamycetaceae_gen_Incertae_sedis,8
Karoowia,3
Karstenia,17
Kashiwadia,2
Kaskaskia,1
Katumotoa,1
Kauffmania,1
Kavinia,27
Kawasakia,1
Kazachstania,58
Kazuakitanaka,2
Kazulia,1
Keissleriella,22
Keithomyces,5
Kellermania,10
Kendrickiella,5
Keratinophyton,11
Kernia,8
Khoyollomyces,1
Kickxellaceae_gen_Incertae_sedis,4
Kickxellales_gen_Incertae_sedis,38
Kickxellomycetes_gen_Incertae_sedis,3
Kickxellomycota_gen_Incertae_sedis,354
Kiflimonium,5
Kiliasia,2
Kionochaeta,15
Kirkomyces,1
Kirschsteiniothelia,10
Kirschsteiniotheliaceae_gen_Incertae_sedis,1
Kirstenboschia,1
Kiskunsagia,1
Kluyveromyces,11
Kneiffiella,5
Knoxdaviesia,7
Knufia,126
Kochiomyces,42
Kockiozyma,1
Kockovaella,32
Kodamaea,18
Kohlmeyeriopsis,1
Kohninia,1
Komagataella,8
Kombocles,1
Kondoa,26
Kondoaceae_gen_Incertae_sedis,1
Kordyana,1
Kosmimatomyces,1
Kotlabaea,2
Kramasamuha,1
Krasilnikovozyma,10
Kregervanrija,3
Kretzschmaria,23
Kriegeria,1
Kriegeriales_gen_Incertae_sedis,8
Krogia,1
Kudratovia,1
Kuehneola,1
Kuehneromyces,6
Kuettlingeria,2
Kukwaea,1
Kuraishia,8
Kurokawia,2
Kurtia,3
Kurtzmaniella,12
Kurtzmanomyces,15
Kwoniella,22
Kylindria,3
Laboulbenia,2
Laboulbeniomycetes_gen_Incertae_sedis,5
Laburnicola,19
Labyrinthomyces,3
Lacazia,1
Laccaria,123
Laccariopsis,2
Lachancea,11
Lachnaceae_gen_Incertae_sedis,11
Lachnella,2
Lachnellula,34
Lachnocladiaceae_gen_Incertae_sedis,6
Lachnocladium,3
Lachnopsis,1
Lachnum,65
Lacrymaria,5
Lactarius,463
Lactifluus,399
Lactocollybia,4
Laetinaevia,8
Laetiporus,24
Laetisaria,36
Lagenulopsis,1
Lambertella,15
Lambiella,5
Lamelloclavaria,2
Lamprospora,13
Lanceolata,1
Langdonia,3
Langeottia,1
Lanmaoa,1
Lanspora,1
Lanzia,13
Lapidomyces,12
Lareunionomyces,6
Larssoniporia,1
Lasallia,7
Lasiobelonium,2
Lasiobolidium,11
Lasiocupulina,1
Lasiodiplodia,21
Lasioloma,1
Lasionectria,7
Lasionectriopsis,1
Lasiosphaeria,5
Lasiosphaeriaceae_gen_Incertae_sedis,207
Lasiosphaeris,15
Lasmenia,1
Latorua,1
Latoruaceae_gen_Incertae_sedis,22
Latruncellus,1
Laurilia,2
Lauriliella,2
Lauriomyces,13
Lawreyella,1
Lawreymyces,4
Laxitextum,1
Lazarenkoiopsis,1
Lecaimmeria,7
Lecanactis,1
Lecania,22
Lecanicillium,28
Lecanographa,2
Lecanora,145
Lecanoraceae_gen_Incertae_sedis,15
Lecanorales_gen_Incertae_sedis,14
Lecanoromycetes_gen_Incertae_sedis,135
Lecanosticta,11
Lecanostictopsis,1
Leccinellum,9
Leccinum,31
Lecidea,72
Lecideaceae_gen_Incertae_sedis,5
Lecideales_gen_Incertae_sedis,6
Lecidella,39
Lecidoma,1
Leciophysma,5
Lecophagus,4
Lectera,12
Lecythophora,33
Leifia,3
Leightoniella,1
Leimonis,1
Leiorreuma,1
Leiosepium,1
Leiosphaerella,1
Leiothecium,2
Lembosia,2
Lembosina,1
Lembosiniella,1
Lemonniera,4
Lendemeriella,1
Lentamyces,5
Lentamycetaceae_gen_Incertae_sedis,3
Lentaria,14
Lentariaceae_gen_Incertae_sedis,10
Lentinellus,27
Lentinula,16
Lentinus,23
Lentistoma,3
Lentitheciaceae_gen_Incertae_sedis,35
Lentithecium,14
Lentomitella,10
Lenzites,1
Lenzitopsis,2
Leohumicola,156
Leotia,18
Leotiaceae_gen_Incertae_sedis,47
Leotiales_gen_Incertae_sedis,178
Leotiomycetes_gen_Incertae_sedis,453
Lepidocollema,2
Lepidopterella,1
Lepidosphaeria,5
Lepidostromataceae_gen_Incertae_sedis,2
Lepidotia,1
Lepiota,381
Lepista,9
Lepra,2
Lepraria,57
Leprocaulaceae_gen_Incertae_sedis,1
Leprocaulon,16
Leproplaca,2
Lepteutypa,4
Leptobacillium,4
Leptodiscella,28
Leptodontidiaceae_gen_Incertae_sedis,16
Leptodontidium,62
Leptodophora,1
Leptogium,104
Leptographium,24
Leptomelanconium,1
Leptonia,7
Leptoparies,1
Leptoporus,2
Leptosillia,9
Leptosphaeria,41
Leptosphaeriaceae_gen_Incertae_sedis,31
Leptosphaerulina,7
Leptospora,17
Leptosporella,2
Leptosporomyces,18
Leptoxyphium,8
Leratiomyces,4
Letendraea,12
Letharia,2
Lethariella,2
Letrouitia,2
Leucaenicola,1
Leucangium,6
Leucoagaricus,394
Leucocalocybe,1
Leucocoprinus,105
Leucocortinarius,1
Leucocybe,1
Leucodecton,1
Leucogaster,9
Leucogloea,1
Leucoglossum,3
Leucogyrophana,6
Leucoinocybe,3
Leuconeurospora,11
Leucopaxillus,18
Leucopenicillifer,5
Leucophellinus,1
Leucophleps,6
Leucoscypha,1
Leucosphaerina,3
Leucosporidiaceae_gen_Incertae_sedis,4
Leucosporidiales_gen_Incertae_sedis,3
Leucosporidium,45
Leucostoma,1
Leucothecium,3
Leveillula,18
Liangia,1
Liberomyces,1
Libertasomyces,9
Libertasomycetaceae_gen_Incertae_sedis,8
Libertella,2
Libkindia,3
Lichenobarya,1
Lichenoconium,4
Lichenomphalia,13
Lichenosticta,1
Lichenostigmatales_gen_Incertae_sedis,2
Lichenotheliaceae_gen_Incertae_sedis,1
Lichenozyma,1
Lichina,4
Lichtheimia,21
Lichtheimiaceae_gen_Incertae_sedis,3
Liebetanzomyces,3
Lignincola,9
Ligninsphaeriopsis,1
Lignosphaeria,1
Lignosus,5
Lilapila,3
Limacella,19
Limnoperdaceae_gen_Incertae_sedis,3
Limnoperdon,4
Limonomyces,25
Limtongia,1
Limtongozyma,1
Linderina,5
Lindgomyces,13
Lindgomycetaceae_gen_Incertae_sedis,3
Lindra,1
Lindtneria,80
Lineolata,1
Linkosia,2
Linnemannia,13
Linocarpaceae_gen_Incertae_sedis,1
Linocarpon,1
Linospora,4
Linosporopsis,2
Linteromyces,1
Lipomyces,32
Lipomycetaceae_gen_Incertae_sedis,11
Lirula,4
Lithocalla,2
Lithohypha,1
Lithothelium,1
Litschauerella,13
Liua,1
Llimoniella,1
Lobaria,35
Lobariaceae_gen_Incertae_sedis,13
Lobariella,18
Lobosporangium,1
Lobothallia,13
Lobulomyces,6
Lobulomycetales_gen_Incertae_sedis,258
Lobulomycetes_gen_Incertae_sedis,3
Loculosulcatispora,1
Lodderomyces,2
Loekoeslaszloa,3
Lomaantha,1
Longiappendispora,1
Longihyalospora,1
Longinectria,1
Longiostiolum,1
Longipedicellata,2
Longiseptatispora,1
Longitudinalis,1
Lonicericola,2
Lopadostoma,28
Lopadostomataceae_gen_Incertae_sedis,5
Lopharia,8
Lophiomurispora,1
Lophiostoma,99
Lophiostomataceae_gen_Incertae_sedis,82
Lophiotrema,15
Lophiotremataceae_gen_Incertae_sedis,4
Lophium,9
Lophodermella,4
Lophodermium,61
Lophophacidium,1
Loramyces,3
Loramycetaceae_gen_Incertae_sedis,5
Loratospora,1
Loreleia,1
Lotinia,3
Loweomyces,5
Loweporus,2
Loxospora,5
Luellia,19
Lulwoana,4
Lulworthia,8
Lulworthiaceae_gen_Incertae_sedis,49
Lulworthiales_gen_Incertae_sedis,11
Lunasporangiospora,2
Lundqvistomyces,1
Lunulospora,11
Luteoamylascus,8
Luteochaete,1
Luteocirrhus,1
Luteomyces,1
Luteoporia,3
Lycogalopsis,1
Lycoperdaceae_gen_Incertae_sedis,18
Lycoperdon,60
Lylea,1
Lyomyces,24
Lyophyllaceae_gen_Incertae_sedis,54
Lyophyllum,47
Lysurus,2
Maasoglossum,3
Macalpinomyces,10
Macgarvieomyces,3
Mackintoshia,1
Macowanites,13
Macroconia,3
Macrocybe,4
Macrocystidia,6
Macrocystidiaceae_gen_Incertae_sedis,1
Macrodiplodiopsidaceae_gen_Incertae_sedis,5
Macrodiplodiopsis,1
Macrohilum,1
Macrohyporia,1
Macrolepiota,23
Macrophomina,4
Macrorhabdus,1
Macrotyphula,3
Macrovalsaria,1
Macroventuria,1
Madagascaromyces,1
Madurella,5
Magnaporthaceae_gen_Incertae_sedis,43
Magnaporthales_gen_Incertae_sedis,20
Magnaporthe,7
Magnaporthiopsis,23
Magnibotryascoma,4
Magnicamarosporium,2
Magnohelicospora,2
Magnostiolata,1
Magnusiomyces,2
Maireina,1
Malajczukia,1
Malassezia,33
Malasseziaceae_gen_Incertae_sedis,2
Malaysiasca,1
Malbranchea,9
Mallochia,7
Mallocybe,49
Malmidea,1
Mangifericomes,1
Manglicola,1
Marantokordyana,2
Marasmiaceae_gen_Incertae_sedis,89
Marasmiellus,82
Marasmius,438
Marcelleina,5
Marchandiobasidium,13
Marchandiomyces,4
Marchantiana,1
Margaritispora,1
Mariannaea,17
Marinophialophora,1
Mariorajchenbergia,4
Marjia,7
Marquandomyces,10
Marquesius,16
Marssonina,2
Marsupiomyces,1
Martensiomyces,3
Marthamyces,4
Martininia,5
Martiniozyma,2
Masonhalea,2
Massalongia,2
Massaria,14
Massarina,28
Massarinaceae_gen_Incertae_sedis,21
Massariosphaeria,2
Massariothea,1
Massjukiella,1
Mastigobasidium,3
Mastigosporella,2
Mastigosporium,2
Mastodia,2
Matsushimaea,2
Matsushimamyces,3
Matsushimomyces,9
Mattirolomyces,2
Mauginiella,1
Mazzantia,1
Meanderella,1
Medicopsis,1
Megacapitula,1
Megacoelomyces,1
Megacollybia,11
Megalaria,2
Megaloblastenia,1
Megalocystidium,3
Megalospora,9
Megaspora,5
Megasporaceae_gen_Incertae_sedis,7
Megasporia,6
Megasporoporia,5
Megasporoporiella,2
Meiorganum,1
Meira,16
Melampsora,25
Melampsoraceae_gen_Incertae_sedis,3
Melampsoridium,3
Melanchlenus,1
Melanconidaceae_gen_Incertae_sedis,2
Melanconiella,104
Melanconiellaceae_gen_Incertae_sedis,14
Melanconis,8
Melanconium,3
Melanelia,9
Melanelixia,15
Melanocarpus,2
Melanochaeta,1
Melanoctona,5
Melanocucurbitaria,1
Melanoderma,4
Melanodiplodia,3
Melanodothis,1
Melanogaster,48
Melanogastraceae_gen_Incertae_sedis,1
Melanographium,3
Melanohalea,26
Melanoleuca,62
Melanomma,10
Melanommataceae_gen_Incertae_sedis,58
Melanomphalia,1
Melanophoma,1
Melanophyllum,35
Melanoporia,3
Melanops,2
Melanopsaceae_gen_Incertae_sedis,1
Melanopsamma,1
Melanopsichium,1
Melanospora,3
Melanostictus,2
Melanotaenium,2
Melanotrigonum,1
Melanoxa,1
Melanustilospora,1
Melaspileella,3
Melaspileellaceae_gen_Incertae_sedis,6
Melastiza,2
Meliniomyces,99
Meliola,12
Melnikomyces,5
Melogramma,4
Melomastia,4
Membranomyces,57
Memnoniella,15
Mendogia,1
Menegazzia,6
Meniscomyces,1
Menispora,9
Menisporopsis,10
Mensularia,1
Meredithblackwellia,1
Meredithiella,3
Meripilaceae_gen_Incertae_sedis,18
Meripilus,1
Merismodes,2
Meristemomyces,4
Meruliaceae_gen_Incertae_sedis,25
Merulicium,1
Meruliopsis,10
Meruliporia,1
Merulius,1
Mesophellia,3
Mesophelliaceae_gen_Incertae_sedis,1
Metacordyceps,9
Metapochonia,11
Metarhiziopsis,1
Metarhizium,116
Metschnikowia,102
Metschnikowiaceae_gen_Incertae_sedis,2
Metulocladosporiella,6
Metulodontia,2
Meyerozyma,13
Micarea,33
Michenera,1
Micraspis,1
Microallomyces,1
Microascaceae_gen_Incertae_sedis,33
Microascales_gen_Incertae_sedis,40
Microascospora,1
Microascus,44
Microbotryaceae_gen_Incertae_sedis,2
Microbotryales_gen_Incertae_sedis,7
Microbotryomycetes_gen_Incertae_sedis,83
Microbotryozyma,3
Microbotryum,44
Microcalicium,5
Microcera,10
Microcyclospora,7
Microcyclosporella,1
Microcyclus,1
Microdiplodia,7
Microdochiaceae_gen_Incertae_sedis,14
Microdochium,38
Microdominikia,71
Microglossum,26
Microidium,2
Microkamienskia,7
Micromphale,1
Micronematomyces,1
Micropeltidaceae_gen_Incertae_sedis,40
Micropeltis,5
Micropeziza,1
Microporellus,2
Microporus,4
Micropsalliota,40
Microscypha,7
Microsphaera,1
Microsphaeropsidaceae_gen_Incertae_sedis,7
Microsphaeropsis,2
Microsporidea_gen_Incertae_sedis,1
Microsporomyces,8
Microsporomycetaceae_gen_Incertae_sedis,5
Microsporum,6
Microstoma,11
Microstroma,3
Microstromatales_gen_Incertae_sedis,4
Microthia,1
Microthielavia,1
Microthyriaceae_gen_Incertae_sedis,4
Microthyriales_gen_Incertae_sedis,7
Microthyrium,1
Middelhovenomyces,2
Midotis,1
Mikhtomia,1
Miladina,1
Milesina,4
Millerozyma,7
Millesimomyces,1
Milospium,1
Mimicoscypha,1
Miniancora,4
Minimedusa,2
Minimelanolocus,12
Minimidochium,1
Minutiella,3
Minutisphaera,29
Minutisphaerales_gen_Incertae_sedis,5
Mirandina,1
Miriquidica,1
Mitrula,5
Mitrulinia,1
Miuraea,1
Mixia,1
Mniaecia,1
Mniaeciaceae_gen_Incertae_sedis,3
Mobergia,1
Modicella,4
Moelleriella,3
Moellerodiscus,7
Moelleropsis,1
Moesziomyces,9
Moleospora,2
Mollisia,73
Mollisiaceae_gen_Incertae_sedis,26
Mollisina,2
Monacrosporium,18
Monascella,6
Monascus,12
Monilia,1
Moniliella,12
Moniliellaceae_gen_Incertae_sedis,1
Monilinia,10
Moniliophthora,19
Monilochaetes,5
Monoblepharella,1
Monoblepharidaceae_gen_Incertae_sedis,2
Monoblepharidales_gen_Incertae_sedis,52
Monoblepharidomycetes_gen_Incertae_sedis,3
Monoblepharis,3
Monoblepharomycota_gen_Incertae_sedis,25
Monochaetia,11
Monocillium,20
Monodictys,8
Monodisma,1
Monographella,33
Monoseptella,1
Monosporascus,86
Montagnea,2
Montagnula,37
Montagnulaceae_gen_Incertae_sedis,1
Montanelia,11
Montanitestudina,1
Monticola,2
Morchella,58
Moreaua,2
Morenoina,1
Morenoinaceae_gen_Incertae_sedis,3
Morganella,3
Moringomyces,1
Morinia,5
Moristroma,4
Morosphaeriaceae_gen_Incertae_sedis,3
Morrisiella,1
Mortierella,932
Mortierellaceae_gen_Incertae_sedis,332
Mortierellales_gen_Incertae_sedis,235
Mortierellomycetes_gen_Incertae_sedis,15
Mortierellomycota_gen_Incertae_sedis,75
Mrakia,13
Mrakiaceae_gen_Incertae_sedis,7
Mucidula,3
Mucispora,6
Mucoharknessia,2
Mucor,190
Mucoraceae_gen_Incertae_sedis,28
Mucorales_gen_Incertae_sedis,85
Mucoromycetes_gen_Incertae_sedis,34
Mucoromycota_gen_Incertae_sedis,93
Mucronella,8
Mulderomyces,1
Multiclavula,7
Multifurca,11
Multiguttulispora,3
Multilocularia,1
Multiseptospora,1
Murichromolaenicola,1
Muriformistrickeria,1
Murilentithecium,2
Murinectria,1
Muriphaeosphaeria,8
Muripulchra,1
Murispora,18
Muritestudina,1
Muscinupta,1
Muscodor,4
Musicillium,3
Musidium,1
Musumecia,2
Mutinus,11
Muyocopron,15
Muyocopronaceae_gen_Incertae_sedis,54
Muyocopronales_gen_Incertae_sedis,9
Mycaureola,1
Myceliophthora,4
Mycena,767
Mycenaceae_gen_Incertae_sedis,196
Mycenastrum,2
Mycenella,35
Mycetinis,10
Mycoacia,9
Mycoaciella,2
Mycoamaranthus,5
Mycoarthris,6
Mycobernardia,1
Mycobilimbia,4
Mycoblastus,8
Mycobonia,1
Mycocalia,4
Mycocaliciaceae_gen_Incertae_sedis,2
Mycocalicium,6
Mycocentrospora,6
Mycoceros,1
Mycochaetophora,1
Mycocitrus,1
Mycoclelandia,1
Mycodidymella,1
Mycodiella,4
Mycoenterolobium,2
Mycofalcella,1
Mycogloea,1
Mycogone,3
Mycoleptodiscus,36
Mycoleptodonoides,1
Mycopan,2
Mycopappus,7
Mycophilomyces,1
Mycorrhaphium,3
Mycorrhaphoides,1
Mycosisymbrium,1
Mycosphaerangium,1
Mycosphaerella,38
Mycosphaerellaceae_gen_Incertae_sedis,90
Mycosphaerellales_gen_Incertae_sedis,15
Mycosphaerelloides,1
Mycosylva,5
Mycosymbioces,7
Mycothermus,3
Mycotribulus,3
Mycotypha,3
Myelochroa,7
Myochromella,4
Myriangiaceae_gen_Incertae_sedis,3
Myriangiales_gen_Incertae_sedis,7
Myriangium,17
Myriococcum,2
Myriodontium,5
Myriogenospora,2
Myriolecis,12
Myriosclerotinia,2
Myriospora,4
Myriostoma,5
Myrmaecium,3
Myrmecocystis,18
Myrmecopterula,3
Myrmecridiaceae_gen_Incertae_sedis,4
Myrmecridiales_gen_Incertae_sedis,3
Myrmecridium,47
Myrmicinosporidium,1
Myrotheciomyces,2
Myrotheciomycetaceae_gen_Incertae_sedis,3
Myrothecium,29
Myrtacremonium,1
Myrtapenidiella,6
Myrtonectria,1
Myrtoporthe,1
Mystinarius,1
Mythicomyces,1
Mytilinidiaceae_gen_Incertae_sedis,14
Mytilinidiales_gen_Incertae_sedis,27
Mytilinidion,43
Myxarium,27
Myxocephala,2
Myxomphalia,1
Myxospora,7
Myxotrichaceae_gen_Incertae_sedis,6
Myxotrichum,6
Myxozyma,27
Nadsonia,3
Nadsoniella,1
Naematelia,2
Naevala,2
Naganishia,31
Nakaseomyces,6
Nakataea,5
Nakazawaea,17
Nalanthamala,4
Namibialina,3
Nannizzia,17
Nannizziopsis,13
Nanoglomus,33
Nanoscypha,1
Naohidea,1
Naohideales_gen_Incertae_sedis,1
Natantiella,1
Natantispora,2
Natipusillaceae_gen_Incertae_sedis,1
Naucoria,12
Naumovozyma,3
Naviculispora,1
Navisporus,1
Nawawia,1
Necromortierella,1
Nectria,37
Nectriaceae_gen_Incertae_sedis,187
Nectriella,5
Nectriopsis,13
Nemania,71
Nematoctonus,7
Nematodospora,2
Neoacanthostigma,1
Neoacrodontiella,1
Neoacrodontium,1
Neoalbatrellus,2
Neoaleurodiscus,1
Neoalpova,2
Neoamphisphaeria,1
Neoantennariella,1
Neoanthostomella,13
Neoantrodia,6
Neoanungitea,2
Neoaquastroma,3
Neoasbolisia,1
Neoascochyta,15
Neoascotaiwania,1
Neoastrosphaeriella,3
Neobambusicola,1
Neobaryopsis,1
Neoboletus,8
Neobulgaria,21
Neocallimastigaceae_gen_Incertae_sedis,3
Neocallimastigomycetes_gen_Incertae_sedis,4
Neocallimastigomycota_gen_Incertae_sedis,8
Neocallimastix,10
Neocalonectria,1
Neocamarosporiaceae_gen_Incertae_sedis,6
Neocamarosporium,28
Neocarpenteles,1
Neocatapyrenium,1
Neocatenulostroma,6
Neocelosporium,3
Neoceratosperma,5
Neocercospora,1
Neocercosporidium,1
Neochaetothyrina,1
Neochalara,1
Neochlamydotubeufia,1
Neocladophialophora,1
Neocladosporium,4
Neocochlearomyces,1
Neocoleroa,2
Neoconiothyrium,4
Neocordana,3
Neocosmospora,6
Neocrinula,2
Neocryphonectria,2
Neocucurbitaria,19
Neocudoniella,1
Neodactylaria,1
Neodactylariaceae_gen_Incertae_sedis,3
Neodasyscypha,1
Neodeightonia,11
Neodeightoniella,1
Neodendryphiella,4
Neodermea,1
Neodevriesia,42
Neodevriesiaceae_gen_Incertae_sedis,32
Neodidymella,1
Neodidymelliopsis,5
Neodiluviicola,1
Neodothiora,1
Neoeriomycopsis,1
Neoerysiphe,11
Neoeucasphaeria,1
Neoeutypella,1
Neofabraea,7
Neofavolus,12
Neofitzroyomyces,3
Neofomitella,2
Neofusicladium,3
Neofusicoccum,31
Neogaeumannomyces,2
Neogloeosporidina,1
Neognomoniopsis,2
Neogymnomyces,1
Neoheleiosa,1
Neohelicascus,4
Neohelicomyces,13
Neohelicosporium,13
Neohendersonia,1
Neoheteroceras,1
Neohortaea,2
Neohygrocybe,3
Neohygrophorus,1
Neoidriella,9
Neokalmusia,6
Neokirramyces,1
Neolamproconium,1
Neolauriomyces,1
Neolauriomycetaceae_gen_Incertae_sedis,4
Neolecta,3
Neolentinus,5
Neoleptosphaeria,1
Neolindgomyces,1
Neomassaria,1
Neomassarina,2
Neomassarinaceae_gen_Incertae_sedis,2
Neomedicopsis,1
Neomelanconiella,1
Neomelanconium,1
Neomensularia,3
Neometulocladosporiella,2
Neomicrosphaeropsis,2
Neomollisia,1
Neomonodictys,1
Neomultiseptospora,1
Neomycoleptodiscus,1
Neomycosphaerella,2
Neomyrmecridium,13
Neomyrothecium,1
Neonawawia,1
Neonectria,20
Neonothopanus,2
Neooccultibambusa,5
Neoophiobolus,1
Neoophiosphaerella,1
Neopaxillus,17
Neopeckia,1
Neopenidiella,1
Neopestalotiopsis,18
Neopetractis,1
Neophaeoappendicospora,1
Neophaeococcomyces,36
Neophaeocryptopus,1
Neophaeomoniella,7
Neophaeosphaeria,8
Neophaeosphaeriaceae_gen_Incertae_sedis,8
Neophaeotheca,2
Neophaeothecoidea,1
Neophyllachora,3
Neophysalospora,1
Neophysopella,2
Neoplatysporoides,3
Neoprotoparmelia,8
Neopseudocercospora,1
Neopseudocercosporella,1
Neopseudolachnella,6
Neopyrenochaeta,10
Neopyrenopeziza,1
Neopyricularia,1
Neoramichloridium,1
Neoroussoella,10
Neosartorya,5
Neoschizothecium,3
Neoscolecobasidium,1
Neoscytalidium,2
Neoseptoria,1
Neoseptorioides,1
Neosetophoma,24
Neosonderhenia,1
Neosorocybe,1
Neospadicoides,19
Neospermospora,1
Neosphaerellopsis,2
Neostagonospora,6
Neostagonosporella,1
Neostrelitziana,2
Neosulcatispora,2
Neotestudina,1
Neothyriopsis,1
Neothyronectria,2
Neothyrostroma,1
Neotorrubiella,1
Neotorula,1
Neotracylla,1
Neotrichosphaeria,2
Neotrimmatostroma,3
Neotropicomus,1
Neottiella,1
Neotubeufia,1
Neotyphodium,1
Neournula,1
Neovaginatispora,2
Neoxylaria,1
Nephroma,30
Nephromopsis,1
Neptunomyces,1
Nesolechia,1
Neta,2
Neurospora,11
Nevesia,1
Nevesoporus,1
Niaceae_gen_Incertae_sedis,8
Nidula,2
Nidularia,1
Nidulariaceae_gen_Incertae_sedis,1
Nidulariopsis,5
Niebla,14
Nielozyma,1
Niesslia,40
Niessliaceae_gen_Incertae_sedis,17
Nigrocephalum,2
Nigrofomes,2
Nigrograna,20
Nigrogranaceae_gen_Incertae_sedis,5
Nigroporus,3
Nigropunctata,3
Nigrosabulum,2
Nigrospora,27
Nimesporella,1
Niorma,2
Nipponoparmelia,1
Nodobryoria,1
Nodulisporium,8
Nodulosphaeria,4
Nolanea,3
Nomuraea,1
Nonappendiculata,2
Normandina,1
Nothoanungitopsis,1
Nothocybe,1
Nothodactylaria,13
Nothojafnea,2
Notholepista,2
Nothomitra,2
Nothopassalora,1
Nothopericoniella,1
Nothophaeocryptopus,1
Nothophaeomoniella,1
Nothophaeotheca,1
Nothophellinus,1
Nothophoma,9
Nothoramichloridium,1
Nothoravenelia,1
Nothoseiridium,1
Nothoseptoria,1
Nothotrimmatostroma,2
Notoparmelia,1
Novakomyces,1
Nowakowskiella,5
Nowamyces,3
Nullicamyces,1
Nyssopsora,1
Obba,2
Obeliospora,1
Oberwinklerozyma,4
Obliquiminima,1
